Path, MIP, Institute, Model, Experiment, Ensemble, Table, Variable, Allocation (TB), Current Usage (TB), Percent used
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highresSST-present/r1i1p1f1/6hrPlevPt, HighResMIP, MOHC, HadGEM3-GC31-HM, highresSST-present, r1i1p1f1, 6hrPlevPt, , 0.39, 0.39, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highresSST-present/r1i1p1f1/E3hrPt, HighResMIP, MOHC, HadGEM3-GC31-HM, highresSST-present, r1i1p1f1, E3hrPt, , 10.79, 10.77, 99.81
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highresSST-present/r1i1p1f1/EdayZ, HighResMIP, MOHC, HadGEM3-GC31-HM, highresSST-present, r1i1p1f1, EdayZ, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highresSST-present/r1i1p1f1/EmonZ, HighResMIP, MOHC, HadGEM3-GC31-HM, highresSST-present, r1i1p1f1, EmonZ, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/highresSST-present/r1i1p1f1/CFday, HighResMIP, MOHC, HadGEM3-GC31-HM, highresSST-present, r1i1p1f1, CFday, , 9.27, 9.25, 99.78
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-LL/hist-1950, HighResMIP, MOHC, HadGEM3-GC31-LL, hist-1950, , , , 4.77, 4.84, 101.47
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-LL/control-1950, HighResMIP, MOHC, HadGEM3-GC31-LL, control-1950, , , , 2.13, 2.15, 100.94
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/hist-1950/r1i1p1f1, HighResMIP, MOHC, HadGEM3-GC31-MM, hist-1950, r1i1p1f1, , , 7.21, 6.05, 83.91
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/Lmon, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, Lmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/LImon, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, LImon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/Amon, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, Amon, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/SIday, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, SIday, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/day, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, day, , 0.22, 0.22, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/SImon, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, SImon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/Omon, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, Omon, , 0.05, 0.05, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/Oday, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, Oday, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/hist-1950/r1i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-LR, hist-1950, r1i1p1f1, 6hrPlevPt, , 0.44, 0.44, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/Amon, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, Amon, , 0.02, 0.02, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/day, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, day, , 0.34, 0.34, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/SImon, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, SImon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/Omon, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, Omon, , 0.07, 0.07, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/LImon, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, LImon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, 6hrPlevPt, , 0.07, 0.07, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/SIday, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, SIday, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/Lmon, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, Lmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-LR/control-1950/r1i1p1f1/Oday, HighResMIP, ECMWF, ECMWF-IFS-LR, control-1950, r1i1p1f1, Oday, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/Amon, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, Amon, , 0.05, 0.05, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/day, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, day, , 0.84, 0.83, 98.81
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/SIday, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, SIday, , 0.1, 0.1, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/SImon, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, SImon, , 0.02, 0.02, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, 6hrPlevPt, , 1.56, 1.31, 83.97
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/Omon, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, Omon, , 0.62, 0.62, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/Oday, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, Oday, , 0.09, 0.09, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/LImon, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, LImon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/hist-1950/r1i1p1f1/Lmon, HighResMIP, ECMWF, ECMWF-IFS-HR, hist-1950, r1i1p1f1, Lmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/Amon, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, Amon, , 0.14, 0.15, 107.14
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/CFmon, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, CFmon, , 0.26, 0.26, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/CFday, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, CFday, , 2.78, 2.78, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/Eday, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, Eday, , 0.04, 0.04, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/day, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, day, , 0.71, 0.71, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/Lmon, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, Lmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/Emon, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, Emon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/AERmon, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/Amon, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, Amon, , 0.08, 0.08, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/day, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, day, , 1.28, 1.28, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/Omon, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, Omon, , 0.94, 0.94, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/SIday, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, SIday, , 0.16, 0.16, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/SImon, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, SImon, , 0.03, 0.02, 66.67
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/LImon, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, LImon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/Oday, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, Oday, , 0.14, 0.14, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/Lmon, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, Lmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/ECMWF/ECMWF-IFS-HR/control-1950/r1i1p1f1/6hrPlevPt, HighResMIP, ECMWF, ECMWF-IFS-HR, control-1950, r1i1p1f1, 6hrPlevPt, , 0.24, 0.2, 83.33
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/E3hr, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, E3hr, , 0.26, 0.26, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/3hr, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, 3hr, , 1.54, 1.54, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/E1hr, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, E1hr, , 0.49, 0.48, 97.96
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/6hrPlevPt, HighResMIP, MOHC, HadGEM3-GC31-MM, control-1950, r1i1p1f1, 6hrPlevPt, , 0.12, 0.12, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/Amon, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, Amon, , 0.48, 0.5, 104.17
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/CFday, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, CFday, , 8.81, 0.54, 6.13
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/AERmon, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/Lmon, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, Lmon, , 0.01, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/day, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, day, , 2.38, 2.38, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/Emon, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, Emon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/CFmon, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, CFmon, , 0.88, 0.88, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/Eday, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, Eday, , 0.15, 0.14, 93.33
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/CFday/cl, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, CFday, cl, 1.71, 1.71, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/CFday/pfull, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, CFday, pfull, 2.4, 2.39, 99.58
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/CFday/clw, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, CFday, clw, 0.83, 0.82, 98.8
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/CFday/cli, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, CFday, cli, 1.38, 1.38, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/CFday/phalf, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, CFday, phalf, 2.42, 2.42, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/E3hr, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, E3hr, , 0.89, 0.89, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/3hr, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, 3hr, , 5.28, 5.26, 99.62
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/6hrPlevPt, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, 6hrPlevPt, , 0.39, 0.39, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/E1hr, HighResMIP, MOHC, HadGEM3-GC31-HM, hist-1950, r1i1p1f1, E1hr, , 1.68, 1.68, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/day, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, day, , 3.71, 3.7, 99.73
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/Lmon, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, Lmon, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/Emon, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, Emon, , 0.01, 0.01, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/CFmon, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, CFmon, , 1.31, 1.21, 92.37
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/AERmon, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, AERmon, , 0.0, 0.0, 0.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/Eday, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, Eday, , 0.23, 0.23, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/CFday, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, CFday, , 13.69, 0.83, 6.06
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/CFday/phalf, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, CFday, phalf, 3.76, 3.76, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/Amon, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, Amon, , 0.74, 0.78, 105.41
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/E3hr, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, E3hr, , 1.38, 1.38, 100.0
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/E1hr, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, E1hr, , 2.62, 2.61, 99.62
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/3hr, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, 3hr, , 8.2, 8.18, 99.76
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/CFday/cl, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, CFday, cl, 2.66, 2.65, 99.62
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/CFday/clw, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, CFday, clw, 1.28, 1.27, 99.22
/badc/cmip6/data/CMIP6/HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/CFday/pfull, HighResMIP, MOHC, HadGEM3-GC31-HM, control-1950, r1i1p1f1, CFday, pfull, 3.72, 3.72, 100.0
